##########################
# CHINESE ESTATE BUILDINGS
##########################

# BUILDING VALUES

@east_asian_estate_main_construction_time = 730
			if = {
				limit = { has_character_modifier = raid_insight_reception_hall }
				multiply = 0.75
				desc = raid_insight_reception_hall
			}
		}
	}

	character_modifier = {
		domicile_monthly_influence_mult = 0.1
	}

	parameters = {
		legitimacy_counter = yes
		reception_hall_legitimacy_loss_05 = yes
		estate_increase_house_member_investment_cap_4 = yes
	}

	ai_value = {
		value = 4
		add = estate_building_ai_modifier_value
	}
	
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_reception_hall.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_byzantine.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_byzantine_mask.png"
	}
}

### Cabinet of Curiosities
east_asian_estate_cabinet_of_curiosities_01 = {
	construction_time = @east_asian_estate_upgrade_construction_time_1 
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_main_01

	can_construct_potential = {
		dynasty ?= { has_dynasty_perk = ep3_administrative_legacy_4 }
	}

	cost = {
		gold = {
			value = estate_internal_building_high_cost_tier_2_value
			if = {
				limit = { has_character_modifier = raid_insight_cabinet_of_curiosities }
				multiply = 0.75
				desc = raid_insight_cabinet_of_curiosities
			}
		}
	}

	character_modifier = {
		learning_per_influence_level = 1
		domicile_monthly_influence_add = 0.1
	}
	
	parameters = {
		can_receive_artifacts = yes
		estate_improved_inspirations_1 = yes
		house_head_can_ask_for_artifacts = yes
	}

	ai_value = {
		value = 8
		add = estate_building_ai_modifier_value
	}
	
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_cabinet_of_curiosities.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_byzantine.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_byzantine_mask.png"
	}
}
east_asian_estate_cabinet_of_curiosities_02 = {
	construction_time = @east_asian_estate_upgrade_construction_time_2 
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_cabinet_of_curiosities_01

	can_construct = {
		dynasty ?= {
			custom_description = {
				text = cabinet_of_curiosities_upgrade_trigger_2
				dynast.house ?= { cabinet_of_curiosities_artifact_score >= 15 }
			}
		}
	}

	cost = {
		gold = {
			value = estate_internal_building_high_cost_tier_3_value
			if = {
				limit = { has_character_modifier = raid_insight_cabinet_of_curiosities }
				multiply = 0.75
				desc = raid_insight_cabinet_of_curiosities
			}
		}
	}

	character_modifier = {
		stewardship_per_influence_level = 1
		monthly_dynasty_prestige = 0.5
		domicile_monthly_influence_add = 0.2
		monthly_court_grandeur_change_add = 0.2
	}
	
	parameters = {
		can_receive_artifacts = yes
		estate_improved_inspirations_2 = yes
		estate_reduce_commission_artifact_cost = yes
		estate_increase_antiquarian_aptitude = yes
		house_head_can_ask_for_artifacts = yes
	}

	ai_value = {
		value = 7
		add = estate_building_ai_modifier_value
	}
	
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_cabinet_of_curiosities.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_byzantine.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_byzantine_mask.png"
	}
}
east_asian_estate_cabinet_of_curiosities_03 = {
	construction_time = @east_asian_estate_upgrade_construction_time_3 
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_cabinet_of_curiosities_02

	can_construct = {
		dynasty ?= {
			custom_description = {
				text = cabinet_of_curiosities_upgrade_trigger_3
				dynast.house ?= { cabinet_of_curiosities_artifact_score >= 35 }
			}
		}
	}

	cost = {
		gold = {
			value = estate_internal_building_high_cost_tier_4_value
			if = {
				limit = { has_character_modifier = raid_insight_cabinet_of_curiosities }
				multiply = 0.75
				desc = raid_insight_cabinet_of_curiosities
			}
		}
	}

	character_modifier = {
		learning_per_influence_level = 1
		stewardship_per_influence_level = 1
		monthly_dynasty_prestige = 0.5
		domicile_monthly_influence_add = 0.3
		monthly_court_grandeur_change_add = 0.3
		general_opinion = 10
	}
	
	parameters = {
		can_receive_artifacts = yes
		estate_improved_inspirations_2 = yes
		estate_reduce_commission_artifact_cost = yes
		estate_increase_antiquarian_aptitude = yes
		house_head_can_ask_for_artifacts = yes
	}

	ai_value = {
		value = 6
		add = estate_building_ai_modifier_value
	}
	
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_cabinet_of_curiosities.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_byzantine.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_byzantine_mask.png"
	}
}

####################
#### BUILDINGS #####
####################

### Rice Fields
east_asian_estate_rice_field_01 = {
	construction_time = @east_asian_estate_building_construction_time_1
	allowed_domicile_types = { east_asian_estate }
	internal_slots = 1

	can_construct_potential = {
	}

	cost = {
		gold = {
			value = estate_external_building_high_cost_tier_1_value
		}
	}

	character_modifier = {
		domicile_monthly_gold_add = 0.4
		development_growth_factor = 0.04
		supply_limit_mult = 0.05
	}
	
	ai_value = {
		value = 10
		if = { # Let's make sure the AI builds at least one good income building
			limit = {
				NOT = {
					has_domicile_building_or_higher = east_asian_estate_market_01
				}
			}
			add = 20
		}
		add = estate_building_ai_modifier_value
	}
	
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_rice.dds"
		texture = "gfx/interface/window_domiciles/estate_building_rice_paddies_asian.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_rice_paddies_asian_mask.png"
		soundeffect = "event:/DLC/EP4/SFX/UI/domicile_buildings/tgp_ui_domicile_building_rice_paddies"
	}
}
east_asian_estate_rice_field_02 = {
	construction_time = @east_asian_estate_building_construction_time_2
	allowed_domicile_types = { east_asian_estate }
	previous_building = east_asian_estate_rice_field_01
	internal_slots = 2

	cost = {
		gold = {
			value = estate_external_building_high_cost_tier_2_value
		}
	}

	character_modifier = {
		domicile_monthly_gold_add = 0.4
		development_growth_factor = 0.04
		supply_limit_mult = 0.05
	}

	ai_value = {
		value = 9
		add = estate_building_ai_modifier_value
	}
	
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_rice.dds"
		texture = "gfx/interface/window_domiciles/estate_building_rice_paddies_asian.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_rice_paddies_asian_mask.png"
		soundeffect = "event:/DLC/EP4/SFX/UI/domicile_buildings/tgp_ui_domicile_building_rice_paddies"
	}
}
east_asian_estate_rice_field_03 = {
	construction_time = @east_asian_estate_building_construction_time_3
	allowed_domicile_types = { east_asian_estate }
	previous_building = east_asian_estate_rice_field_02
	internal_slots = 2

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_02 }
	}

	cost = {
		gold = {
			value = estate_external_building_high_cost_tier_3_value
		}
	}

	character_modifier = {
		domicile_monthly_gold_add = 0.4
		development_growth_factor = 0.04
		supply_limit_mult = 0.05
	}
	
	ai_value = {
		value = 8
		add = estate_building_ai_modifier_value
	}
	
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_rice.dds"
		texture = "gfx/interface/window_domiciles/estate_building_rice_paddies_asian.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_rice_paddies_asian_mask.png"
		soundeffect = "event:/DLC/EP4/SFX/UI/domicile_buildings/tgp_ui_domicile_building_rice_paddies"
	}
}
east_asian_estate_rice_field_04 = {
	construction_time = @east_asian_estate_building_construction_time_4
	allowed_domicile_types = { east_asian_estate }
	previous_building = east_asian_estate_rice_field_03
	internal_slots = 3

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_03 }
	}

	cost = {
		gold = {
			value = estate_external_building_high_cost_tier_4_value
		}
	}

	character_modifier = {
		domicile_monthly_gold_add = 0.4
		development_growth_factor = 0.04
		supply_limit_mult = 0.05
	}
	
	ai_value = {
		value = 7
		add = estate_building_ai_modifier_value
	}
	
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_rice.dds"
		texture = "gfx/interface/window_domiciles/estate_building_rice_paddies_asian.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_rice_paddies_asian_mask.png"
		soundeffect = "event:/DLC/EP4/SFX/UI/domicile_buildings/tgp_ui_domicile_building_rice_paddies"
	}
}
east_asian_estate_rice_field_05 = {
	construction_time = @east_asian_estate_building_construction_time_5
	allowed_domicile_types = { east_asian_estate }
	previous_building = east_asian_estate_rice_field_04
	internal_slots = 3

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_04 }
	}

	cost = {
		gold = {
			value = estate_external_building_high_cost_tier_5_value
		}
	}

	character_modifier = {
		domicile_monthly_gold_add = 0.4
		development_growth_factor = 0.04
		supply_limit_mult = 0.05
	}
	
	ai_value = {
		value = 6
		add = estate_building_ai_modifier_value
	}
	
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_rice.dds"
		texture = "gfx/interface/window_domiciles/estate_building_rice_paddies_asian.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_rice_paddies_asian_mask.png"
		soundeffect = "event:/DLC/EP4/SFX/UI/domicile_buildings/tgp_ui_domicile_building_rice_paddies"
	}
}
east_asian_estate_rice_field_06 = {
	construction_time = @east_asian_estate_building_construction_time_6
	allowed_domicile_types = { east_asian_estate }
	previous_building = east_asian_estate_rice_field_05
	internal_slots = 4

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_05 }
	}

	cost = {
		gold = {
			value = estate_external_building_high_cost_tier_6_value
		}
	}

	character_modifier = {
		domicile_monthly_gold_add = 0.4
		development_growth_factor = 0.04
		supply_limit_mult = 0.05
	}
	
	ai_value = {
		value = 5
		add = estate_building_ai_modifier_value
	}
	
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_rice.dds"
		texture = "gfx/interface/window_domiciles/estate_building_rice_paddies_asian.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_rice_paddies_asian_mask.png"
		soundeffect = "event:/DLC/EP4/SFX/UI/domicile_buildings/tgp_ui_domicile_building_rice_paddies"
	}
}

### Tea Plantation
east_asian_estate_tea_01 = {
	construction_time = @east_asian_estate_building_construction_time_1
	allowed_domicile_types = { east_asian_estate }
	internal_slots = 1

	can_construct = {
	}

	cost = {
		gold = {
			value = estate_external_building_normal_cost_tier_1_value
		}
	}
	
	parameters = {
		estate_unlock_tea_ceremony = yes
	}

	character_modifier = {
		domicile_monthly_gold_add = 0.25
		negate_health_penalty_add = 0.01
	}
	
	ai_value = {
		value = 10
		if = { # Let's make sure the AI builds at least one good income building
			limit = {
				NOT = {
					has_domicile_building_or_higher = east_asian_estate_market_01
				}
			}
			add = 20
		}
		add = estate_building_ai_modifier_value
	}

	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_tea.dds"
		texture = "gfx/interface/window_domiciles/estate_building_tea_plantation_asian.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_tea_plantation_asian_mask.png"
		soundeffect = "event:/DLC/EP3/SFX/UI/domicile_buildings/ep3_ui_domicile_buildings_vineyard"
	}
}
east_asian_estate_tea_02 = {
	construction_time = @east_asian_estate_building_construction_time_2
	allowed_domicile_types = { east_asian_estate }
	previous_building = east_asian_estate_tea_01
	internal_slots = 2

	cost = {
		gold = {
			value = estate_external_building_normal_cost_tier_2_value
			if = {
				limit = { has_character_modifier = raid_insight_vineyard }
				multiply = 0.75
				desc = raid_insight_vineyard
			}
		}
	}
	
	parameters = {
		estate_unlock_tea_ceremony = yes
	}

	character_modifier = {
		domicile_monthly_gold_add = 0.25
		negate_health_penalty_add = 0.02
	}
	
	ai_value = {
		value = 9
		add = estate_building_ai_modifier_value
	}

	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_tea.dds"
		texture = "gfx/interface/window_domiciles/estate_building_tea_plantation_asian.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_tea_plantation_asian_mask.png"
		soundeffect = "event:/DLC/EP3/SFX/UI/domicile_buildings/ep3_ui_domicile_buildings_vineyard"
	}
}
east_asian_estate_tea_03 = {
	construction_time = @east_asian_estate_building_construction_time_3
	allowed_domicile_types = { east_asian_estate }
	previous_building = east_asian_estate_tea_02
	internal_slots = 2

	cost = {
		gold = {
			value = estate_external_building_normal_cost_tier_3_value
			if = {
				limit = { has_character_modifier = raid_insight_vineyard }
				multiply = 0.75
			}
		}
	}
	
	parameters = {
		estate_unlock_tea_ceremony = yes
	}

	character_modifier = {
		domicile_monthly_gold_add = 0.25
		negate_health_penalty_add = 0.04
	}
	
	ai_value = {
		value = 8
		add = estate_building_ai_modifier_value
	}

	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_tea.dds"
		texture = "gfx/interface/window_domiciles/estate_building_tea_plantation_asian.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_tea_plantation_asian_mask.png"
		soundeffect = "event:/DLC/EP3/SFX/UI/domicile_buildings/ep3_ui_domicile_buildings_vineyard"
	}
}
east_asian_estate_tea_04 = {
	construction_time = @east_asian_estate_building_construction_time_4
	allowed_domicile_types = { east_asian_estate }
	previous_building = east_asian_estate_tea_03
	internal_slots = 3

	cost = {
		gold = {
			value = estate_external_building_normal_cost_tier_4_value
		}
	}
	
	parameters = {
		estate_unlock_tea_ceremony = yes
	}
	
	character_modifier = {
		domicile_monthly_gold_add = 0.25
		negate_health_penalty_add = 0.06
	}
	
	ai_value = {
		value = 7
		add = estate_building_ai_modifier_value
	}

	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_tea.dds"
		texture = "gfx/interface/window_domiciles/estate_building_tea_plantation_asian.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_tea_plantation_asian_mask.png"
		soundeffect = "event:/DLC/EP3/SFX/UI/domicile_buildings/ep3_ui_domicile_buildings_vineyard"
	}
}
east_asian_estate_tea_05 = {
	construction_time = @east_asian_estate_building_construction_time_5
	allowed_domicile_types = { east_asian_estate }
	previous_building = east_asian_estate_tea_04
	internal_slots = 3

	cost = {
		gold = {
			value = estate_external_building_normal_cost_tier_5_value
		}
	}
	
	parameters = {
		estate_unlock_tea_ceremony = yes
	}
	
	character_modifier = {
		domicile_monthly_gold_add = 0.25
		negate_health_penalty_add = 0.08
	}
	
	ai_value = {
		value = 6
		add = estate_building_ai_modifier_value
	}

	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_tea.dds"
		texture = "gfx/interface/window_domiciles/estate_building_tea_plantation_asian.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_tea_plantation_asian_mask.png"
		soundeffect = "event:/DLC/EP3/SFX/UI/domicile_buildings/ep3_ui_domicile_buildings_vineyard"
	}
}
east_asian_estate_tea_06 = {
	construction_time = @east_asian_estate_building_construction_time_6
	allowed_domicile_types = { east_asian_estate }
	previous_building = east_asian_estate_tea_05
	internal_slots = 4

	cost = {
		gold = {
			value = estate_external_building_normal_cost_tier_6_value
		}
	}
	
	parameters = {
		estate_unlock_tea_ceremony = yes
	}

	character_modifier = {
		domicile_monthly_gold_add = 0.25
		negate_health_penalty_add = 0.1
	}
	
	ai_value = {
		value = 5
		add = estate_building_ai_modifier_value
	}
	
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_tea.dds"
		texture = "gfx/interface/window_domiciles/estate_building_tea_plantation_asian.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_tea_plantation_asian_mask.png"
		soundeffect = "event:/DLC/EP3/SFX/UI/domicile_buildings/ep3_ui_domicile_buildings_vineyard"
	}
}

### Market
east_asian_estate_market_01 = {
	construction_time = @east_asian_estate_building_construction_time_1
	allowed_domicile_types = { east_asian_estate }
	internal_slots = 1

	cost = {
		gold = {
			value = estate_external_building_high_cost_tier_1_value
			if = {
				limit = { has_character_modifier = raid_insight_market }
				multiply = 0.75
				desc = raid_insight_market
			}
		}
	}
	
	parameters = {
		estate_increase_powerful_family_rating = yes
	}

	character_modifier = {
		domicile_monthly_gold_add = 0.1
	}
	
	province_modifier = {
		tax_mult = 0.01
	}
	
	ai_value = {
		value = 9
		if = { # Let's make sure the AI builds at least one good income building
			limit = {
				NOT = {
					has_domicile_building_or_higher = east_asian_estate_rice_field_01
				}
			}
			add = 20
		}
		add = estate_building_ai_modifier_value
	}
	
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_market.dds"
		texture = "gfx/interface/window_domiciles/estate_building_market_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_market_chinese_mask.png"
		soundeffect = "event:/DLC/EP4/SFX/UI/domicile_buildings/tgp_ui_domicile_building_market_asian"
	}
}
east_asian_estate_market_02 = {
	construction_time = @east_asian_estate_building_construction_time_2
	allowed_domicile_types = { east_asian_estate }
	previous_building = east_asian_estate_market_01
	internal_slots = 2

	cost = {
		gold = {
			value = estate_external_building_high_cost_tier_2_value
			if = {
				limit = { has_character_modifier = raid_insight_market }
				multiply = 0.75
				desc = raid_insight_market
			}
		}
	}
	
	parameters = {
		estate_increase_powerful_family_rating = yes
	}

	character_modifier = {
		domicile_monthly_gold_add = 0.1
	}
	
	province_modifier = {
		tax_mult = 0.01
	}
	
	ai_value = {
		value = 8
		add = estate_building_ai_modifier_value
	}
	
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_market.dds"
		texture = "gfx/interface/window_domiciles/estate_building_market_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_market_chinese_mask.png"
		soundeffect = "event:/DLC/EP4/SFX/UI/domicile_buildings/tgp_ui_domicile_building_market_asian"
	}
}
east_asian_estate_market_03 = {
	construction_time = @east_asian_estate_building_construction_time_3
	allowed_domicile_types = { east_asian_estate }
	previous_building = east_asian_estate_market_02
	internal_slots = 2

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_02 }
	}

	cost = {
		gold = {
			value = estate_external_building_high_cost_tier_3_value
			if = {
				limit = { has_character_modifier = raid_insight_market }
				multiply = 0.75
				desc = raid_insight_market
			}
		}
	}
	
	parameters = {
		estate_increase_powerful_family_rating_2 = yes
		estate_increase_merit_on_construction_1 = yes
		estate_reduce_council_position_cost = yes
	}

	character_modifier = {
		domicile_monthly_gold_add = 0.2
	}
	
	province_modifier = {
		tax_mult = 0.01
	}
	
	ai_value = {
		value = 7
		add = estate_building_ai_modifier_value
	}
	
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_market.dds"
		texture = "gfx/interface/window_domiciles/estate_building_market_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_market_chinese_mask.png"
		soundeffect = "event:/DLC/EP4/SFX/UI/domicile_buildings/tgp_ui_domicile_building_market_asian"
	}
}
east_asian_estate_market_04 = {
	construction_time = @east_asian_estate_building_construction_time_4
	allowed_domicile_types = { east_asian_estate }
	previous_building = east_asian_estate_market_03
	internal_slots = 3

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_03 }
	}

	cost = {
		gold = {
			value = estate_external_building_high_cost_tier_4_value
			if = {
				limit = { has_character_modifier = raid_insight_market }
				multiply = 0.75
				desc = raid_insight_market
			}
		}
	}
	
	parameters = {
		estate_increase_powerful_family_rating_2 = yes
		estate_increase_merit_on_construction_2 = yes
		estate_reduce_council_position_cost = yes
	}

	character_modifier = {
		domicile_monthly_gold_add = 0.4
	}
	
	province_modifier = {
		tax_mult = 0.01
	}
	
	ai_value = {
		value = 6
		add = estate_building_ai_modifier_value
	}
	
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_market.dds"
		texture = "gfx/interface/window_domiciles/estate_building_market_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_market_chinese_mask.png"
		soundeffect = "event:/DLC/EP4/SFX/UI/domicile_buildings/tgp_ui_domicile_building_market_asian"
	}
}
east_asian_estate_market_05 = {
	construction_time = @east_asian_estate_building_construction_time_5
	allowed_domicile_types = { east_asian_estate }
	previous_building = east_asian_estate_market_04
	internal_slots = 3

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_04 }
	}

	cost = {
		gold = {
			value = estate_external_building_high_cost_tier_5_value
			if = {
				limit = { has_character_modifier = raid_insight_market }
				multiply = 0.75
				desc = raid_insight_market
			}
		}
	}
	
	parameters = {
		estate_increase_powerful_family_rating_3 = yes
		estate_increase_merit_on_construction_3 = yes
		estate_reduce_council_position_cost = yes
	}

	character_modifier = {
		domicile_monthly_gold_add = 0.8
	}
	
	province_modifier = {
		tax_mult = 0.01
	}
	
	ai_value = {
		value = 5
		add = estate_building_ai_modifier_value
	}
	
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_market.dds"
		texture = "gfx/interface/window_domiciles/estate_building_market_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_market_chinese_mask.png"
		soundeffect = "event:/DLC/EP4/SFX/UI/domicile_buildings/tgp_ui_domicile_building_market_asian"
	}
}
east_asian_estate_market_06 = {
	construction_time = @east_asian_estate_building_construction_time_6
	allowed_domicile_types = { east_asian_estate }
	previous_building = east_asian_estate_market_05
	internal_slots = 4

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_05 }
	}

	cost = {
		gold = {
			value = estate_external_building_high_cost_tier_6_value
			if = {
				limit = { has_character_modifier = raid_insight_market }
				multiply = 0.75
				desc = raid_insight_market
			}
		}
	}
	
	parameters = {
		estate_increase_powerful_family_rating_3 = yes
		estate_increase_merit_on_construction_4 = yes
		estate_reduce_council_position_cost = yes
	}

	character_modifier = {
		domicile_monthly_gold_add = 1.6
	}
	
	province_modifier = {
		tax_mult = 0.01
	}
	
	ai_value = {
		value = 4
		add = estate_building_ai_modifier_value
	}
	
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_market.dds"
		texture = "gfx/interface/window_domiciles/estate_building_market_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_market_chinese_mask.png"
		soundeffect = "event:/DLC/EP4/SFX/UI/domicile_buildings/tgp_ui_domicile_building_market_asian"
	}
}

### Physician's Offices
east_asian_estate_health_01 = {
	construction_time = @east_asian_estate_building_construction_time_1
	allowed_domicile_types = { east_asian_estate }
	internal_slots = 1

	cost = {
		gold = {
			value = estate_external_building_normal_cost_tier_1_value
		}
	}

	character_modifier = {
		domicile_monthly_gold_add = 0.2
		epidemic_resistance = 3
	}
	
	province_modifier = {
		development_growth_factor = @east_asian_manor_development_growth_factor_1
	}
	
	parameters = {
		estate_increase_safe_treatment_success_1 = yes
	}
	
	ai_value = {
		value = 10
		if = { # Let's make sure the AI builds at least one good income building
			limit = {
				NOR = {
					has_domicile_building_or_higher = east_asian_estate_rice_field_01
					has_domicile_building_or_higher = east_asian_estate_market_01
				}
			}
			add = 20
		}
		add = estate_building_ai_modifier_value
	}

	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_health.dds"
		texture = "gfx/interface/window_domiciles/estate_building_herb_hall_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_herb_hall_chinese_mask.png"
		soundeffect = "event:/DLC/EP4/SFX/UI/domicile_buildings/tgp_ui_domicile_building_herbal_hall"
	}
}
east_asian_estate_health_02 = {
	construction_time = @east_asian_estate_building_construction_time_2
	allowed_domicile_types = { east_asian_estate }
	previous_building = east_asian_estate_health_01
	internal_slots = 2

	cost = {
		gold = {
			value = estate_external_building_normal_cost_tier_2_value
		}
	}

	character_modifier = {
		domicile_monthly_gold_add = 0.2
		epidemic_resistance = 3
	}
	
	province_modifier = {
		development_growth_factor = @east_asian_manor_development_growth_factor_1
	}
	
	parameters = {
		estate_increase_safe_treatment_success_1 = yes
		estate_increase_physician_aptitude = yes
	}
	
	ai_value = {
		value = 9
		add = estate_building_ai_modifier_value
	}

	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_health.dds"
		texture = "gfx/interface/window_domiciles/estate_building_herb_hall_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_herb_hall_chinese_mask.png"
		soundeffect = "event:/DLC/EP4/SFX/UI/domicile_buildings/tgp_ui_domicile_building_herbal_hall"
	}
}
east_asian_estate_health_03 = {
	construction_time = @east_asian_estate_building_construction_time_3
	allowed_domicile_types = { east_asian_estate }
	previous_building = east_asian_estate_health_02
	internal_slots = 2

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_02 }
	}

	cost = {
		gold = {
			value = estate_external_building_normal_cost_tier_3_value
		}
	}

	character_modifier = {
		domicile_monthly_gold_add = 0.2
		epidemic_resistance = 3
	}
	
	province_modifier = {
		development_growth_factor = @east_asian_manor_development_growth_factor_1
	}
	
	parameters = {
		estate_increase_safe_treatment_success_1 = yes
		estate_increase_physician_aptitude = yes
	}
	
	ai_value = {
		value = 8
		add = estate_building_ai_modifier_value
	}

	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_health.dds"
		texture = "gfx/interface/window_domiciles/estate_building_herb_hall_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_herb_hall_chinese_mask.png"
		soundeffect = "event:/DLC/EP4/SFX/UI/domicile_buildings/tgp_ui_domicile_building_herbal_hall"
	}
}
east_asian_estate_health_04 = {
	construction_time = @east_asian_estate_building_construction_time_4
	allowed_domicile_types = { east_asian_estate }
	previous_building = east_asian_estate_health_03
	internal_slots = 3

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_03 }
	}

	cost = {
		gold = {
			value = estate_external_building_normal_cost_tier_4_value
		}
	}

	character_modifier = {
		domicile_monthly_gold_add = 0.2
		epidemic_resistance = 3
	}
	
	province_modifier = {
		development_growth_factor = @east_asian_manor_development_growth_factor_1
	}
	
	parameters = {
		estate_increase_safe_treatment_success_2 = yes
		estate_increase_physician_aptitude_2 = yes
	}
	
	ai_value = {
		value = 7
		add = estate_building_ai_modifier_value
	}

	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_health.dds"
		texture = "gfx/interface/window_domiciles/estate_building_herb_hall_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_herb_hall_chinese_mask.png"
		soundeffect = "event:/DLC/EP4/SFX/UI/domicile_buildings/tgp_ui_domicile_building_herbal_hall"
	}
}
east_asian_estate_health_05 = {
	construction_time = @east_asian_estate_building_construction_time_5
	allowed_domicile_types = { east_asian_estate }
	previous_building = east_asian_estate_health_04
	internal_slots = 3

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_04 }
	}

	cost = {
		gold = {
			value = estate_external_building_normal_cost_tier_5_value
		}
	}

	character_modifier = {
		domicile_monthly_gold_add = 0.2
		epidemic_resistance = 3
	}
	
	province_modifier = {
		development_growth_factor = @east_asian_manor_development_growth_factor_1
	}
	
	parameters = {
		estate_increase_safe_treatment_success_2 = yes
		estate_increase_physician_aptitude_2 = yes
	}
	
	ai_value = {
		value = 6
		add = estate_building_ai_modifier_value
	}

	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_health.dds"
		texture = "gfx/interface/window_domiciles/estate_building_herb_hall_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_herb_hall_chinese_mask.png"
		soundeffect = "event:/DLC/EP4/SFX/UI/domicile_buildings/tgp_ui_domicile_building_herbal_hall"
	}
}
east_asian_estate_health_06 = {
	construction_time = @east_asian_estate_building_construction_time_6
	allowed_domicile_types = { east_asian_estate }
	previous_building = east_asian_estate_health_05
